농장아이디,개체 구별 번호,산차,교배지수,경과일,교배일,임신 사고기간,임신 사고 원인,임신 기간,분만일,총산자수,미라,사산,실산자수,생시도태두수,양자전입두수,양자전출두수,포유자돈폐사 두수,부분이유 두수,포유기간,이유일,이유두수
PF_0000347_01,1,6,1,4,20170109,,,115,20170504,14,2,0,12,,,,,,21,20170525,12
PF_0000347_01,1,7,1,4,20170529,,,114,20170920,16,4,1,11,,,,,,23,20171013,10
PF_0000347_01,3,6,1,4,20170131,,,116,20170527,13,2,1,10,,,,,,27,20170623,12
PF_0000347_01,3,7,1,4,20170627,,,116,20171021,15,3,2,10,,,,,,26,20171116,11
PF_0000347_01,4,5,1,4,20161018,,,116,20170211,17,3,3,11,,,,,,26,20170309,11
PF_0000347_01,4,6,1,5,20170314,,,116,20170708,14,1,2,11,,,,,,27,20170804,11
PF_0000347_01,4,7,1,4,20170808,,,115,20171201,12,0,2,10,,,,,,27,20171228,11
PF_0000347_01,19,5,1,25,20160926,,,115,20170119,7,0,0,7,,,,,,28,20170216,11
PF_0000347_01,22,5,1,4,20160926,,,116,20170120,4,0,0,4,,,,,,27,20170216,11
PF_0000347_01,22,6,1,5,20170221,,,114,20170615,11,0,2,9,,,,,,29,20170714,11
PF_0000347_01,24,5,1,4,20161128,,,115,20170323,13,0,2,11,,,,,,21,20170413,11
PF_0000347_01,24,6,1,5,20170418,,,113,20170809,10,0,2,8,,,,,,30,20170908,11
PF_0000347_01,25,5,1,4,20160919,,,115,20170112,16,3,0,13,,,,,,21,20170202,11
PF_0000347_01,25,6,1,5,20170207,,,115,20170602,15,0,3,12,,,,,,28,20170630,12
PF_0000347_01,25,7,1,4,20170704,,,116,20171028,15,1,2,12,,,,,,26,20171123,11
PF_0000347_01,26,5,1,5,20160920,,,118,20170116,14,0,3,11,,,,,,31,20170216,11
PF_0000347_01,35,6,1,4,20170123,,,117,20170520,18,2,3,13,,,,,,26,20170615,12
PF_0000347_01,35,7,1,5,20170620,,,116,20171014,9,0,3,6,,,,,,26,20171109,11
PF_0000347_01,37,5,1,4,20160905,,,118,20170101,17,2,2,13,,,,,,26,20170127,11
PF_0000347_01,37,6,1,5,20170201,,,119,20170531,8,0,3,5,,,,,,30,20170630,12
PF_0000347_01,38,5,1,4,20161010,,,120,20170207,9,0,4,5,,,,,,37,20170316,11
PF_0000347_01,41,5,1,5,20161129,,,117,20170326,10,0,1,9,,,,,,25,20170420,11
PF_0000347_01,41,6,1,5,20170425,,,116,20170819,5,0,2,3,,,,,,27,20170915,11
PF_0000347_01,45,5,1,5,20160920,,,117,20170115,13,1,0,12,,,,,,25,20170209,11
PF_0000347_01,45,6,1,5,20170214,,,114,20170608,14,1,2,11,,,,,,29,20170707,11
PF_0000347_01,45,7,1,4,20170711,,,116,20171104,12,2,2,8,,,,,,19,20171123,11
PF_0000347_01,46,5,1,5,20161011,,,115,20170203,15,2,3,10,,,,,,27,20170302,11
PF_0000347_01,46,6,1,4,20170306,,,117,20170701,13,1,4,8,,,,,,27,20170728,11
PF_0000347_01,49,5,1,5,20161004,,,117,20170129,7,0,5,2,,,,,,32,20170302,11
PF_0000347_01,50,5,1,4,20161121,,,118,20170319,13,1,3,9,,,,,,25,20170413,11
PF_0000347_01,50,6,1,4,20170417,,,116,20170811,12,1,3,8,,,,,,28,20170908,11
PF_0000347_01,57,5,1,4,20170116,,,117,20170513,12,0,2,10,,,,,,26,20170608,12
PF_0000347_01,58,4,1,2,20160924,,,117,20170119,15,3,0,12,,,,,,28,20170216,11
PF_0000347_01,58,5,1,4,20170220,,,117,20170617,20,3,4,13,,,,,,27,20170714,11
PF_0000347_01,58,6,1,3,20170717,,,117,20171111,15,0,2,13,,,,,,26,20171207,11
PF_0000347_01,59,5,1,5,20161129,,,117,20170326,6,0,0,6,,,,,,25,20170420,11
PF_0000347_01,59,6,1,5,20170425,,,116,20170819,8,0,0,8,,,,,,27,20170915,11
PF_0000347_01,61,5,1,5,20161011,,,116,20170204,13,2,2,9,,,,,,26,20170302,11
PF_0000347_01,62,5,1,4,20161205,,,116,20170331,16,3,1,12,,,,,,27,20170427,12
PF_0000347_01,62,6,1,4,20170501,,,115,20170824,16,1,2,13,,,,,,29,20170922,11
PF_0000347_01,63,5,1,5,20161115,,,117,20170312,13,1,1,11,,,,,,25,20170406,11
PF_0000347_01,63,6,1,5,20170411,,,116,20170805,16,1,3,12,,,,,,27,20170901,11
PF_0000347_01,63,7,1,5,20170906,,,115,20171230,14,0,2,12,,,,,,26,20180125,12
PF_0000347_01,64,5,1,5,20161019,,,120,20170216,13,3,0,10,,,,,,28,20170316,11
PF_0000347_01,64,6,1,4,20170320,,,118,20170716,13,2,1,10,,,,,,26,20170811,11
PF_0000347_01,65,5,1,4,20161114,,,119,20170313,11,0,1,10,,,,,,24,20170406,11
PF_0000347_01,65,6,1,4,20170410,,,117,20170805,14,2,2,10,,,,,,27,20170901,11
PF_0000347_01,65,7,1,4,20170905,,,116,20171230,6,0,2,4,,,,,,26,20180125,11
PF_0000347_01,69,5,1,4,20161031,,,114,20170222,13,1,2,10,,,,,,29,20170323,11
PF_0000347_01,69,6,1,4,20170327,,,114,20170719,12,0,2,10,,,,,,30,20170818,11
PF_0000347_01,70,1,1,4,20170102,,,115,20170427,14,2,0,12,,,,,,21,20170518,11
PF_0000347_01,70,2,2,0,20170618,,,119,20171015,14,2,0,12,,,,,,25,20171109,11
PF_0000347_01,71,1,1,4,20170102,,,117,20170429,15,1,1,13,,,,,,26,20170525,12
PF_0000347_01,71,2,1,4,20170529,,,117,20170923,18,2,2,14,,,,,,27,20171020,10
PF_0000347_01,75,1,1,5,20161213,,,115,20170407,14,0,0,14,,,,,,27,20170504,12
PF_0000347_01,75,2,1,5,20170509,,,114,20170831,19,3,2,14,,,,,,29,20170929,11
PF_0000347_01,76,1,1,5,20161213,,,117,20170409,11,0,1,10,,,,,,25,20170504,12
PF_0000347_01,76,2,1,5,20170509,,,116,20170902,16,1,2,13,,,,,,27,20170929,11
PF_0000347_01,77,1,1,4,20170109,,,119,20170508,12,0,2,10,,,,,,24,20170601,12
PF_0000347_01,80,1,1,4,20170109,,,116,20170505,15,1,2,12,,,,,,27,20170601,12
PF_0000347_01,80,2,1,5,20170606,,,114,20170928,14,1,0,13,,,,,,29,20171027,10
PF_0000347_01,81,1,1,4,20170102,,,117,20170429,17,3,0,14,,,,,,26,20170525,12
PF_0000347_01,81,2,1,5,20170530,,,117,20170924,13,0,3,10,,,,,,26,20171020,10
PF_0000347_01,82,1,1,3,20170122,,,119,20170521,16,3,1,12,,,,,,25,20170615,12
PF_0000347_01,83,1,1,5,20161206,,,115,20170331,14,2,1,11,,,,,,27,20170427,12
PF_0000347_01,84,1,1,4,20170109,,,118,20170507,12,0,0,12,,,,,,25,20170601,12
PF_0000347_01,84,2,1,4,20170605,,,117,20170930,14,1,1,12,,,,,,27,20171027,10
PF_0000347_01,86,5,1,6,20160921,,,119,20170118,9,0,1,8,,,,,,29,20170216,11
PF_0000347_01,86,6,1,4,20170220,,,118,20170618,10,0,1,9,,,,,,26,20170714,11
PF_0000347_01,88,1,1,5,20161220,,,116,20170415,11,1,0,10,,,,,,26,20170511,12
PF_0000347_01,88,2,1,4,20170515,,,116,20170908,13,1,1,11,,,,,,28,20171006,10
PF_0000347_01,89,1,1,6,20170118,,,116,20170514,14,1,0,13,,,,,,25,20170608,12
PF_0000347_01,89,2,1,5,20170613,,,119,20171010,15,1,1,13,,,,,,23,20171102,11
PF_0000347_01,91,1,1,4,20170123,,,116,20170519,14,1,0,13,,,,,,27,20170615,12
PF_0000347_01,91,2,1,4,20170619,,,116,20171013,18,1,4,13,,,,,,27,20171109,11
PF_0000347_01,92,0,1,242,20161006,,,118,20170201,7,0,0,7,,,,,,22,20170223,11
PF_0000347_01,92,1,1,4,20170227,,,117,20170624,10,0,2,8,,,,,,27,20170721,11
