농장아이디,개체 구별 번호,산차,교배지수,경과일,교배일,임신 사고기간,임신 사고 원인,임신 기간,분만일,총산자수,미라,사산,실산자수,생시도태두수,양자전입두수,양자전출두수,포유자돈폐사 두수,부분이유 두수,포유기간,이유일,이유두수
PF_0000347_01,1,0,1,242,20140822,,,115,20141215,8,0,0,8,,,,,,24,20150108,10
PF_0000347_01,3,0,1,242,20140816,,,116,20141210,12,0,2,10,,,,,,22,20150101,10
PF_0000347_01,4,0,1,242,20140820,,,117,20141215,15,3,2,10,,,,,,24,20150108,10
PF_0000347_01,5,0,1,242,20140825,,,115,20141218,13,0,3,10,,,,,,28,20150115,8
PF_0000347_01,19,0,1,242,20140830,,,116,20141224,12,0,2,10,,,,,,22,20150115,8
PF_0000347_01,22,0,1,249,20140831,,,115,20141224,13,0,1,12,,,,,,22,20150115,8
PF_0000347_01,27,0,1,242,20140825,,,114,20141217,10,0,0,10,,,,,,29,20150115,8
PF_0000347_01,32,0,1,242,20140904,,,116,20141229,2,0,0,2,,,,,,24,20150122,9
PF_0000347_01,35,0,1,242,20140825,,,116,20141219,11,0,0,11,,,,,,27,20150115,9
PF_0000347_01,37,0,1,242,20140902,,,117,20141228,8,0,0,8,,,,,,25,20150122,9
PF_0000347_01,38,0,1,242,20140901,,,117,20141227,14,0,0,14,,,,,,19,20150115,8
PF_0000347_01,39,0,1,242,20140826,,,118,20141222,10,0,0,10,,,,,,24,20150115,8
PF_0000347_01,42,0,1,242,20140902,,,115,20141226,10,0,1,9,,,,,,27,20150122,9
PF_0000347_01,45,0,1,242,20140825,,,116,20141219,12,0,1,11,,,,,,27,20150115,8
PF_0000347_01,55,0,1,242,20140804,,,114,20141126,12,0,2,10,,,,,,22,20141218,9
PF_0000347_01,72,0,1,249,20140826,,,115,20141219,9,0,2,7,,,,,,27,20150115,9
PF_0000347_01,85,0,1,242,20140819,,,116,20141213,13,0,6,7,,,,,,26,20150108,10
PF_0000347_01,86,0,1,242,20140824,,,117,20141219,9,0,0,9,,,,,,27,20150115,9
PF_0000347_01,429,11,1,4,20131118,,,118,20140316,8,0,3,5,,,,,,18,20140403,7
PF_0000347_01,431,9,1,5,20131112,,,118,20140310,12,0,5,7,,,,,,24,20140403,10
PF_0000347_01,435,11,1,0,20131015,,,115,20140207,13,0,1,12,,,,,,20,20140227,10
PF_0000347_01,435,12,1,5,20140304,,,115,20140627,11,0,1,10,,,,,,20,20140717,10
PF_0000347_01,435,13,1,5,20140722,,,114,20141113,12,0,2,10,,,,,,28,20141211,9
PF_0000347_01,440,9,1,5,20131119,,,117,20140316,5,0,1,4,,,,,,25,20140410,8
PF_0000347_01,475,0,1,241,20140514,,,115,20140906,13,0,1,12,,,,,,26,20141002,11
PF_0000347_01,603,0,1,244,20140104,,,116,20140430,10,0,0,10,,,,,,22,20140522,10
PF_0000347_01,603,1,2,0,20140617,,,118,20141013,10,0,1,9,,,,,,24,20141106,9
PF_0000347_01,607,7,1,0,20131008,,,119,20140204,2,0,0,2,,,,,,23,20140227,10
PF_0000347_01,609,7,1,0,20131015,,,116,20140208,14,0,0,14,,,,,,26,20140306,10
PF_0000347_01,609,8,1,5,20140311,,,116,20140705,14,0,3,11,,,,,,19,20140724,10
PF_0000347_01,609,9,1,5,20140729,,,117,20141123,10,0,1,9,,,,,,25,20141218,8
PF_0000347_01,610,7,1,0,20131029,,,115,20140221,15,0,3,12,,,,,,27,20140320,10
PF_0000347_01,610,8,1,5,20140325,,,115,20140718,10,0,0,10,,,,,,20,20140807,5
PF_0000347_01,613,7,1,0,20131013,,,116,20140206,10,0,2,8,,,,,,21,20140227,7
PF_0000347_01,613,8,1,4,20140303,,,115,20140626,14,0,2,12,,,,,,21,20140717,10
PF_0000347_01,613,9,1,5,20140722,,,114,20141113,10,0,5,5,,,,,,28,20141211,9
PF_0000347_01,614,8,1,0,20131004,,,118,20140130,6,0,0,6,,,,,,21,20140220,9
PF_0000347_01,615,7,1,0,20131104,,,116,20140228,10,0,0,10,,,,,,20,20140320,10
PF_0000347_01,615,8,1,5,20140325,,,115,20140718,12,0,2,10,,,,,,20,20140807,8
