"임차료",786,307,457,131,334,717,373,632,34,318,1129,423,177,434,471,1484,274,385,1275,905,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"토지임차료",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,266,35,186,10,74,297,233,0,0,78,366,24,0,0,40,790,39,3,8,83,411,20,45,7,49,672,42,0,50,89,325,17,11,0,36,99,14,107,12,37,98,22,52,12,29,42,4,62,12,22,43,4,137,13,34,113,326,0,0,71
"고용노동비",2318,3500,6635,7361,5447,2739,3493,6942,7555,5729,3830,5251,8443,9165,7444,3293,4576,7916,11581,8185,3842,5882,10183,11762,9345,3238,5626,8492,9853,8087,2512,6291,7678,10137,8255,3594,6778,8697,10622,8988,3529,7551,9808,10713,9432,4461,8892,10215,12564,10953,5987,8511,9690,13212,10933,5561,9706,11692,13018,11503,5430,10447,10423,13297,11533,5967,11577,10471,13823,12199,5968,12236,11576,14576,12949,10409,10733,14379,16212,14416
"분뇨처리비",3887,5399,5369,3537,4385,3023,4771,5035,3811,4160,4411,6246,5554,4000,4862,4157,5874,6958,5581,5708,4902,6093,4987,5332,5386,4915,6136,7817,5596,6010,5288,7278,7031,5765,6220,5895,6685,7029,5779,6148,6974,7360,8027,4832,5954,6486,6941,9312,6052,6748,8301,9108,7996,7001,7735,9851,9545,8167,6892,7892,10463,9323,9110,7135,8218,9548,10874,8987,7445,8546,11113,12344,9880,8131,9481,10054,10934,14541,9765,10840
"기타잡비",685,1240,964,687,877,374,886,530,564,616,916,1077,982,813,919,2518,2130,2927,3922,3135,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"생산관리비",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1145,1014,824,735,856,657,768,699,511,611,785,812,1022,1638,1295,1116,1099,920,1349,1216,1462,982,1107,1213,1177,1110,1379,996,1499,1369,1354,1399,1069,1449,1363,1446,1524,1400,1428,1443,1748,1988,1513,1380,1555,1711,1833,1450,1389,1511,1894,1909,1385,1641,1669,1901,1418,1722,2091,1883
"기타비용",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1494,974,1963,1736,1584,808,1022,939,1229,1096,1104,1748,834,1280,1276,992,917,901,1257,1116,753,949,874,1026,966,850,1168,1001,1487,1308,789,1056,883,1992,1488,893,1099,1080,1481,1284,1234,1504,1351,1398,1397,991,1293,1490,1818,1595,1062,1663,1409,1744,1619,2026,1281,1328,2852,2225
"자가노동비",10034,5025,2458,1423,3878,9343,5722,2067,1444,3753,13360,6358,3130,1504,4385,16818,7862,3645,1959,5584,19879,8312,4082,2571,6032,18442,9593,4467,2338,5808,18620,9747,5360,2046,5670,20689,10138,5632,2400,5963,20794,8794,4838,2546,5375,23880,9583,5264,2703,5696,24652,10689,5103,3001,6660,24961,11799,7130,3954,7765,27361,13037,7729,3772,8403,27260,12510,8565,3388,8025,27740,12936,9127,3994,8553,25793,13339,8261,3722,7850
"자본용역비",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8577,7703,8389,9261,8710,14459,13940,13705,15205,14618,4336,4053,3721,5017,4549,5150,4530,4757,5241,5028,5885,4808,5209,4964,5058,5592,4834,4743,4886,4912,6506,5988,4702,4375,4964,5445,4577,4299,4086,4336,4378,4409,4259,3868,4091,3946,3802,4072,3583,3742,5121,6085,5137,4548,4998,8625,7272,8149,7544,7684
"고정자본이자",3893,4034,2707,5673,4468,7538,5111,4484,5979,5817,6685,5662,4625,5727,5640,6057,5428,6537,7105,6492,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"유동자본이자",4000,3472,3563,4894,4159,5088,4087,3648,4702,4474,4896,4746,4570,5063,4882,7087,5597,5172,6837,6308,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"토지용역비",777,436,466,296,436,1184,468,576,828,776,767,490,627,453,529,866,355,499,342,441,1038,534,541,514,584,1142,617,617,651,687,722,677,606,593,623,976,896,816,720,790,1105,905,874,749,825,1279,1109,1097,960,1031,1286,904,953,801,896,2046,1302,1287,1119,1264,2029,1506,1344,1181,1347,1734,1438,1280,1188,1295,3891,3375,2722,2371,2743,9986,7441,6429,6599,6978
"부산물수입",75,140,79,232,158,3021,410,286,851,939,65,22,100,64,60,70,46,139,46,65,81,21,101,103,82,236,58,50,50,70,114,111,22,9,40,128,62,85,18,47,607,92,12,127,143,120,91,7,42,50,356,37,63,239,178,118,11,10,7,18,97,2,19,50,39,28,55,4,47,40,0,20,10,45,31,115,17,69,0,24
